
RE	sigma_RE	<E>	sigma_<E>	time
0.06900775231748082	0.0003303410684570354	1454.0416416620974	0.266125681229882	1000min_090
0.06907489617856276	0.00034372665589853214	1453.6018831437395	0.2693414773007278	1000min_091
0.06866573286389813	0.0003268885384675478	1454.1487439677303	0.266328573039238	1000min_092
0.06940675253173452	0.00034277035156157927	1454.3716385605005	0.27099398661669116	1000min_093
0.0691620492615067	0.00033026002016475927	1454.7986460856432	0.266880769537959	1000min_094
0.069361302464266	0.00032828187311235665	1454.4037042090504	0.26772247236448565	1000min_095
0.07007179101840286	0.0003411279764829688	1454.3850870038025	0.27121936586411977	1000min_096
0.06918760427734585	0.0003344391556900863	1455.1101913989405	0.269051167889165	1000min_097
0.06898548767073955	0.00033433614634545574	1455.502982994615	0.26777581427739094	1000min_098
0.06951110262615157	0.0003419629386177608	1455.460602946029	0.2714765308516652	1000min_099
0.06894642043993401	0.0003304305349175607	1454.9373942228235	0.266417706154095	1000min_100
0.06929228878711904	0.00033586569126154694	1455.4833184431684	0.27021046805583343	1000min_101
0.06936757391976833	0.0003417854191042368	1455.76057815899	0.2704830442841351	1000min_102
0.06960793556621053	0.0003474350617770313	1455.7640030794532	0.27069565657114025	1000min_103
0.06901304675936848	0.00033348766166567477	1455.970586214752	0.26707126482249777	1000min_104
0.06915722694351825	0.0003331433788923866	1455.7307179540276	0.2698390322622282	1000min_105
0.06917155125560491	0.0003340050394459274	1455.4633460574378	0.26822671836026557	1000min_106
0.06976148813242324	0.00034183432747696574	1455.6657227579353	0.26991820047660875	1000min_107
0.06918111246840765	0.0003407207454439564	1456.167688439135	0.26902290030941994	1000min_108
0.06913410220510839	0.0003356898500788088	1456.0519486571993	0.2688249338840377	1000min_109
0.0692331449922444	0.00034350472147983	1455.5601836357966	0.27082760578778076	1000min_110
0.0689866853059567	0.00033080814754870864	1456.2572427689458	0.2667714713243982	1000min_111
0.06980324339035189	0.00033235659589275405	1456.055699445322	0.2692675635018319	1000min_112
0.0692022165578501	0.0003323367909814047	1455.7980708490252	0.2695897828944198	1000min_113
0.06933681939495527	0.0003426868411042085	1455.8957696207979	0.27066961455376876	1000min_114
0.06975643026798822	0.00034237890846750674	1455.927533745121	0.270041130950892	1000min_115
0.0695098162961725	0.0003302486667588206	1456.037569773965	0.26967935343001065	1000min_116
0.06993452821622415	0.0003386146236679318	1457.3030416113838	0.2699768670078437	1000min_117
0.06884713914987774	0.00032745709333531205	1456.9673744261597	0.26801947643050716	1000min_118
0.06886636118494288	0.00034711915347449327	1456.8872728615365	0.2696101467537428	1000min_119
0.0687601263671128	0.00033598278104640504	1457.5197745987605	0.26726886967987346	1000min_120
0.06973922560105439	0.00035085289703758215	1457.8501536285264	0.2730185057012158	1000min_121
0.06913425253809291	0.00033845872756349673	1458.211526117492	0.26995735254432573	1000min_122
0.06911821556320358	0.0003412237574942243	1457.9311788423645	0.27061947450326895	1000min_123
0.06947755081286353	0.00033837251247102263	1458.1281720252102	0.27173266479335745	1000min_124
0.06925169564012225	0.0003349503182499291	1457.8591438504304	0.2714076412201581	1000min_125
0.06938014182957562	0.0003328642280129284	1457.7895193039262	0.2707023309602334	1000min_126
0.06939540581104855	0.00034323447939861265	1458.2443568557328	0.27108985776173034	1000min_127
0.06911803705017648	0.00032824603123927	1459.0179177015004	0.26963818920328597	1000min_128
0.06932033166760267	0.00033212131423293926	1457.5912420617829	0.268434511579755	1000min_129
0.06959624427576232	0.00033529139888737326	1456.89092283283	0.26989685882201336	1000min_130
0.06872496028943366	0.00033844239655265746	1457.2928363998756	0.2679341463891245	1000min_131
0.06931531101780805	0.0003418344747388637	1456.5077363492903	0.27064906918028453	1000min_132
0.06947930826242374	0.00033421094610941535	1456.1999580579773	0.2705231426628797	1000min_133
0.06978855863740924	0.0003442366489967923	1455.8785769614142	0.2714098424007011	1000min_134
0.06928149047739894	0.0003355999391996786	1456.144226268936	0.271362859402675	1000min_135
0.06923292796724839	0.0003424051364036027	1455.9219204415315	0.26940298524591044	1000min_136
0.06886544510564122	0.0003292730353729442	1455.813467097207	0.26768778263252774	1000min_137
0.06951945609860287	0.0003293111143792978	1455.2573663075543	0.2698433164424903	1000min_138
0.06955752090673266	0.00034348190876434283	1455.6290200178637	0.2703095528173971	1000min_139
0.06894172256309229	0.00033826639658590164	1455.3280152922976	0.26837378683604274	1000min_140
0.06941629282397539	0.0003501102951948257	1455.058035829668	0.2689153224265253	1000min_141
0.06979290913796925	0.0003353149102339408	1454.694578910237	0.2702266885460852	1000min_142
0.06954861990592076	0.000349209721983699	1455.1669330853636	0.2721500035710774	1000min_143
0.06927325669138296	0.0003322636729755216	1455.388919122752	0.2686074825752735	1000min_144
0.06878720176201579	0.00034248036809209553	1454.7807767721126	0.2682051276285919	1000min_145
0.06936575151743796	0.00033656924183726457	1455.1403626429133	0.26944618742931575	1000min_146
0.06858570477943725	0.00033849106473349223	1454.480232390011	0.2665033031388575	1000min_147
0.06889575697414847	0.00033438179472308527	1454.899568552583	0.2680425708927135	1000min_148
0.06897390474414697	0.0003383637872740139	1454.4745535634365	0.2692539032671823	1000min_149
0.0688606338395292	0.00033551081469315535	1455.0906891834734	0.26890618428395907	1000min_150
0.0698128402980824	0.0003448215358111155	1454.7470778804754	0.2705499884431977	1000min_151
0.06957373249797254	0.00033566293670425103	1454.4581674273572	0.2731695492925146	1000min_152
0.06927751691895692	0.0003327107061545188	1454.9331280982415	0.26858299499777066	1000min_153
0.06927089426271338	0.00033525475740337103	1454.986855073813	0.2698009513049426	1000min_154
0.06923451648703173	0.0003413762571567466	1454.4395348796902	0.2710789749359046	1000min_155
0.06962909278491844	0.0003479364615063057	1454.3908985793132	0.2739370723175928	1000min_156
0.06938747267473379	0.0003455978695350843	1454.6460650050747	0.27232995414402256	1000min_157
0.06922042625901695	0.00033870133183131347	1455.4444897964229	0.26867980740858427	1000min_158
0.06869195616823903	0.0003288791266957355	1454.8768924630658	0.2684931226835136	1000min_159
0.06919851752516158	0.0003294942329439587	1455.2798231707507	0.2665641584956675	1000min_160
0.06853532581942468	0.00033119255731433364	1455.2691219345013	0.26666654620038216	1000min_161
0.06938343338534075	0.0003448274664951855	1455.3867322536096	0.27062468632516956	1000min_162
0.06880308522721519	0.0003370570917375044	1455.5549310921883	0.2699237766387808	1000min_163
0.0696952495440188	0.00034216703316447837	1455.3302968003677	0.2708430194331336	1000min_164
0.06887876833130621	0.0003354357526671932	1455.7771484732648	0.27007003091692244	1000min_165
0.0692063003826607	0.00033588054201979487	1455.2015456415486	0.2705498931031261	1000min_166
0.06922813339243883	0.00032942669629279427	1455.5723548834978	0.2690551077394771	1000min_167
0.06966821916054992	0.0003412101881129832	1455.6271002602095	0.27130128466917214	1000min_168
0.0693723276612755	0.0003349050568191789	1456.02189018926	0.2713135583403582	1000min_169
0.06885056011006037	0.00033048699349969317	1456.1558665412583	0.26948349567933233	1000min_170
0.06913522115965293	0.0003348150046379231	1455.877028379665	0.27050150604416945	1000min_171
0.06992274795105438	0.00034638874458274213	1456.0169503419065	0.2732135757782733	1000min_172
0.06949397700287234	0.000333332025632805	1456.359335793405	0.2697671695032961	1000min_173
0.06957131320547996	0.000338825391876159	1456.3232546876998	0.27091582331112135	1000min_174
0.0694769755395292	0.0003634414644616517	1456.1975676099928	0.2739732484403045	1000min_175
0.06959951438746229	0.000332666398944393	1456.260764460263	0.2703907942832847	1000min_176
0.07008769388154355	0.00035200689408657705	1456.674222714288	0.27453367944370244	1000min_177
0.06954019079351621	0.000335985868961386	1456.3645885692263	0.27196975034744786	1000min_178
0.07022343959370002	0.00034509601703952233	1456.7763504346651	0.2739545684049283	1000min_179
0.06912372717872112	0.0003415503820522071	1456.0082198712169	0.2726863590129329	1000min_180
0.069171751193715	0.0003304581329334655	1456.4882186756486	0.27143122040825274	1000min_181
0.06913908633678735	0.00034045603605287227	1456.859954658248	0.27043209187748285	1000min_182
0.06990541580724016	0.00034626617250952123	1456.349086438032	0.2725373989896035	1000min_183
0.06935405476936801	0.00033046960364169155	1456.4310743463643	0.26923712331214195	1000min_184
0.06942572983365242	0.0003387678025024824	1456.5991710900264	0.2712218746744401	1000min_185
0.06888831952695357	0.0003358686404729582	1456.8704522584212	0.26993578650356276	1000min_186
0.06910405773202401	0.00033663953743762653	1456.1828657680007	0.2703391613444604	1000min_187
0.06919974008646096	0.00033620685912324084	1456.1053873217006	0.26961355660475356	1000min_188
0.0693500590033226	0.0003355429078144096	1456.8452497231349	0.27127842019224846	1000min_189
0.06905161388021135	0.00033731247662844405	1456.4770217254893	0.26971570946789114	1000min_190
0.0692671802398785	0.0003349426878141997	1456.6347655822335	0.2730341371915574	1000min_191
0.06947610325087387	0.00034726923196752216	1456.8117210217263	0.2726428629992845	1000min_192
0.06914600362306515	0.00034316250286533265	1456.0444647189713	0.2705197080146334	1000min_193
0.06943502358691218	0.000332255576895307	1456.3001142012256	0.2708648656396788	1000min_194
0.06886055845399335	0.00032996332552836095	1455.5548195722495	0.2697535872175974	1000min_195
0.06950595624480872	0.0003592660921007461	1455.7910111329195	0.27495296836811445	1000min_196
0.06907323997745392	0.00034146177491362414	1455.239201751418	0.26935441208868494	1000min_197
0.06885939386995951	0.0003291008768433702	1454.4047404256276	0.268151027796201	1000min_198
0.06815323717413631	0.0003175723722674464	1454.9662804645143	0.2639141656481575	1000min_199
0.06961747896794578	0.0003391606629926247	1453.6690675216826	0.2706033349368941	1000min_200
0.06911688071115141	0.00033736878519421135	1453.597749692741	0.26874639905006753	1000min_201
0.06940463151583384	0.0003284892759122479	1452.1144528800455	0.2688832465169824	1000min_202
0.06887254620516343	0.00034075881044361953	1451.3977841079488	0.2677695600631966	1000min_203
0.06949762699145069	0.0003336979302111368	1451.7453253224694	0.2685941855546579	1000min_204
0.06978046607284895	0.0003376850229348067	1450.7315499643616	0.27045502577435737	1000min_205
0.06913378068316002	0.0003367080160109781	1450.398964624144	0.26729799973317414	1000min_206
0.07018193604828639	0.0003459619881310675	1450.2672377921213	0.2733159103426733	1000min_207
0.06862958284419102	0.00032803926353795423	1449.8177946544254	0.26546229513774167	1000min_208
0.06888891931542995	0.00034355060805332045	1450.0230370006284	0.271727417467977	1000min_209
0.06915408687372777	0.000347263679563694	1450.3184778983434	0.26808937780186576	1000min_210
0.06969835070340956	0.00034370083400259285	1450.1387947622582	0.2718664455564614	1000min_211
0.06877023543145144	0.00032577775062874646	1450.5656298719214	0.26562430154964106	1000min_212
0.06940045345223926	0.00033497872356395836	1451.3037015195205	0.2690211382393178	1000min_213
0.06916985674171765	0.0003425934240923052	1451.0585800308352	0.2692081282761466	1000min_214
0.06933613656758908	0.00032741143095272473	1450.2308119476982	0.26796467641714705	1000min_215
0.06916275075881022	0.0003357772424246527	1450.5240323543785	0.2694624084933758	1000min_216
0.06914619565245993	0.00033708775007782306	1450.7019556248329	0.267317174465588	1000min_217
0.07066977015914913	0.0003509500911723141	1449.5217601113666	0.27405977664801895	1000min_218
0.06976356166004424	0.00033131797349240515	1449.766357835546	0.2713377866754951	1000min_219
0.06873334702294291	0.00032731953925569106	1449.9005638915348	0.2662854856967142	1000min_220
0.06961925587261375	0.00033600478218136345	1449.7774591614636	0.26825716464945154	1000min_221
0.06865199792096073	0.0003244663691076663	1450.0008747786144	0.26364695438920105	1000min_222
0.06916454361446826	0.00033006439208772354	1450.3002900504848	0.2661943762693742	1000min_223
0.06937832324093139	0.00033127180657995935	1450.8486127988335	0.2663236577829316	1000min_224
0.06982154458357405	0.00033375680542787006	1450.5805361869611	0.269522090608025	1000min_225
0.06956081087469794	0.0003517497583763485	1450.7140881060527	0.26953282992938693	1000min_226
0.06904534696622426	0.00032993419289822847	1450.6916077252201	0.2657158783333902	1000min_227
0.06944453070015642	0.00033265395996752374	1450.5220793299516	0.2672005349002293	1000min_228
0.06919647361858382	0.00034006172179017565	1449.3528022839425	0.2680505495674516	1000min_229
0.0694115450117756	0.00036043216019269623	1449.4169459257985	0.2709395198479779	1000min_230
0.06884844707781453	0.00033080152783221227	1450.6000580201833	0.268449012251609	1000min_231
0.06999038910756411	0.000340498525062267	1450.7221245530766	0.271085659866253	1000min_232
0.06921343929976857	0.0003320789162174753	1450.0326931535737	0.26936491275837093	1000min_233
0.06889508970245406	0.00033619032116828266	1450.7344670430825	0.26542523061877094	1000min_234
0.06903722204923693	0.00033240882928767783	1451.1204952963972	0.26483884671368474	1000min_235
0.0691849392420235	0.00033849488891326033	1451.9476465828118	0.26740760827191784	1000min_236
0.06909738140143848	0.0003356029873272919	1451.7871085983747	0.2680573398929767	1000min_237
0.0690920564072981	0.0003317326475112277	1451.8306592529404	0.2673530163251244	1000min_238
0.06918507556545153	0.0003431146103856301	1451.924887784926	0.26774540387998924	1000min_239
0.06929545959881915	0.00033269629993262203	1451.7591430422963	0.2687920008140886	1000min_240
0.06943482490808227	0.00033682635574951473	1451.7062541728003	0.26800402846085924	1000min_241
0.06886786577456923	0.0003240431986923125	1451.856665953466	0.26722730873851486	1000min_242
0.06930398087929325	0.0003407709573794058	1451.7802109927798	0.268932095815564	1000min_243
0.06902967975351477	0.00033284998702608713	1451.927315409508	0.267042451169152	1000min_244
0.06907410519017072	0.00033882663788290115	1452.2992721258142	0.2673007422425065	1000min_245
0.06912415802606602	0.0003293737248417447	1452.4812169969027	0.2672688724541704	1000min_246
0.06872358512256029	0.00034232180909541537	1452.5348501004246	0.26577523246822266	1000min_247
0.06951680126525438	0.0003354442482191085	1452.766340098357	0.2680448042101794	1000min_248
0.06905221207375703	0.000335923222265534	1452.6157310329208	0.26752670574874593	1000min_249
0.06953367713196414	0.0003317226239637142	1452.7985305060265	0.2686729067817906	1000min_250
0.06942790312183865	0.00033775837756878284	1452.7961199538997	0.2696386682721594	1000min_251
0.0683189518660308	0.0003361747075039453	1452.9416164844376	0.2666413739297543	1000min_252
0.06883041484253888	0.0003317625864361104	1453.1137913201603	0.2663972193113804	1000min_253
0.06931259451249362	0.0003405021754559113	1453.192070267415	0.26999696719770294	1000min_254
0.06906716933450414	0.00033108508714505957	1453.7824305440495	0.2687104474716526	1000min_255
0.06914256832764708	0.00032879539374732305	1453.4278163778552	0.2666999029151432	1000min_256
0.06921274384754154	0.00033591301615085	1453.7049279255646	0.26811829449717106	1000min_257
0.06930215060674413	0.00034209077647568326	1454.4525186405924	0.2711188011085181	1000min_258
0.06910529686123636	0.00033421502332654513	1453.5482473333157	0.2668341329780478	1000min_259
0.06893656333397143	0.000341903049723808	1453.7163907398478	0.26893268343198695	1000min_260
0.06921990734423955	0.00034799434628971074	1453.4974535724532	0.27158429175474225	1000min_261
0.06917900375622942	0.0003275684701541142	1453.9226767258338	0.2670725021294713	1000min_262
0.07017920004677058	0.00035882080999902476	1453.8365953828593	0.2758311346224378	1000min_263
0.06922518399848555	0.0003327880971708257	1453.8870326319432	0.26876831198782997	1000min_264
0.06942045167237232	0.00033362564613622324	1454.1155533594915	0.2697149312585369	1000min_265
0.06935265466717841	0.00033210966968063183	1454.3115983059151	0.2693196703661752	1000min_266
0.06941915497003912	0.000336248456444061	1454.0695106995686	0.27006926818384835	1000min_267
0.06946654709904712	0.0003468912614255165	1454.3308909196057	0.26841148621991906	1000min_268
0.06931810412554983	0.00033908879613085864	1454.1131287621681	0.27033307965798853	1000min_269
0.06876045073154899	0.0003408516407511605	1454.3122859447851	0.27018961044686096	1000min_270
0.06976206120115837	0.00033990980467550115	1453.4290328961915	0.2714769132254542	1000min_271
0.06911550913183796	0.0003397939024342709	1453.3391229437852	0.26833849071485694	1000min_272
0.06953671433330504	0.00033248563298415986	1453.2083641268196	0.2691376750702454	1000min_273
0.06912702169622366	0.0003369683551847869	1452.5690178284626	0.2686179760582158	1000min_274
0.0694183570697143	0.00033501086484538276	1452.2439824214784	0.26808934847305516	1000min_275
0.06879552069197377	0.0003318772174942324	1452.3137574486263	0.2680413026325363	1000min_276
0.06915043513955818	0.00032650842939276655	1452.6493506048841	0.2666047421750384	1000min_277
0.06941556147094936	0.00033380760960018585	1452.3297380259094	0.26850118226017716	1000min_278
0.07047565080089159	0.0003733974168494947	1452.7413511313862	0.27989822825854277	1000min_279
0.06904487648539889	0.0003303288780980813	1453.0186697340746	0.26663402173252526	1000min_280
0.0700886304198872	0.00034208821415352195	1452.5971987262028	0.271216007304297	1000min_281
0.06912945652500013	0.0003369793921832153	1452.4622878220007	0.26873160635193094	1000min_282
0.06967174338775355	0.00033874447811424615	1452.164515963372	0.27122508818119706	1000min_283
0.06880422067979901	0.0003276319776125834	1452.5137889818402	0.26890371004214914	1000min_284
0.06934068732986703	0.0003330835848441181	1452.0808035708876	0.26961079579747455	1000min_285
0.06891550301032427	0.00033251546017022487	1452.2345834603138	0.2670772442598582	1000min_286
0.06907012018984857	0.00032969477475995536	1452.1262832889745	0.26663862962049245	1000min_287
0.06974533770721122	0.0003345734056299381	1451.7355078356172	0.2692356916592648	1000min_288
0.06903471290987753	0.000337279762934943	1451.389859793269	0.26872207512301677	1000min_289
0.06920410860298401	0.0003379294735148737	1451.333277225494	0.27035184791214717	1000min_290
0.06923748759803464	0.0003304941381728944	1451.4079255537613	0.26741572502961397	1000min_291
0.06914054277065346	0.0003439179288308131	1451.6710701750044	0.270650869161494	1000min_292
0.06941871472087643	0.0003409772067816371	1451.7498771198525	0.26921586577851003	1000min_293
0.06972865011834337	0.00033615903833479263	1451.8204856122609	0.2704102289098093	1000min_294
0.06938904958869804	0.00033772532969027696	1451.2329080666873	0.2701186617703012	1000min_295
0.06987285382206397	0.00033751830698095647	1450.2561332182386	0.27120200064018885	1000min_296
0.0702592968152402	0.00034108158454302284	1448.8403639592918	0.2728309659573615	1000min_297
0.06956137009271306	0.00033179038529013383	1447.4529905587317	0.26859606082909443	1000min_298
0.06915108581893106	0.00033280634303261604	1445.644727063775	0.268926142770355	1000min_299
0.06948391513401078	0.0003344636873203563	1444.517215896856	0.26739949839689175	1000min_300
0.06898905495791288	0.00032792404494244354	1444.0290870657464	0.2660614251780493	1000min_301
0.06915645133895496	0.00033172190688217476	1443.339013034116	0.26596441703133683	1000min_302
0.06919755307063154	0.0003297089405036979	1443.2152822979665	0.2662855827591596	1000min_303
0.06982877574241682	0.000341721368559857	1443.836764126977	0.2686278644393347	1000min_304
0.06888223002840378	0.00033573196442038494	1444.4465049291891	0.26631987676473035	1000min_305
0.06991032156504765	0.00033548951476403236	1444.8600003743725	0.2713083214126144	1000min_306
0.06899097489345067	0.0003490015135710571	1444.9794987655528	0.2673171672321867	1000min_307
0.06965245790690022	0.00034342705961663524	1445.6395202565486	0.26999694827656673	1000min_308
0.06899289875889746	0.00033138587314708275	1445.5417940254274	0.2657995054223215	1000min_309
0.06959288504855536	0.0003373703725532328	1446.0211769436278	0.26941682976245224	1000min_310
0.06977297189402634	0.0003456872505405366	1446.520286395742	0.269225769765031	1000min_311
0.06905735110181908	0.0003357492763028087	1446.2115341898873	0.2653731226581552	1000min_312
0.06927067373110574	0.00033229302605649333	1446.2989160135405	0.2681084963933696	1000min_313
0.06920996850454682	0.00033816375430443835	1447.644698495449	0.26743190367941194	1000min_314
0.06954759608324423	0.0003470619493644543	1447.596204483384	0.2688225613358224	1000min_315
0.06893107380617478	0.00033608231767943134	1447.8794489401869	0.2652198502392621	1000min_316
0.06927285136188205	0.00033413447110117373	1448.10085870908	0.26770882293686915	1000min_317
0.06948822091215563	0.000341370036371567	1448.2665979082399	0.2691976367159313	1000min_318
0.0693932148867208	0.0003419886462570537	1448.2612066900685	0.2679784547270127	1000min_319
0.0696776113080552	0.00033456134678026833	1448.1960946606268	0.26986533416883113	1000min_320
0.06922056160693543	0.0003341246492217531	1449.2881894929637	0.2677787658086982	1000min_321
0.0698160584492802	0.0003362729614560761	1448.6748914477496	0.26955054642788	1000min_322
0.06904590989415979	0.0003354105109089853	1449.5130826117152	0.26739336257020374	1000min_323
0.06880367314543676	0.00032993798598321877	1449.5232266805804	0.2666849329388367	1000min_324
