Descrizione Campione: misura_Co60_20min_solosorgente.Spe
Inizio misura: 15-01-25 16:09:28
RealTime: 15
LiveTime: 0
N eventi: 1013122
Calibrazione: E = 0 * C^2 + 1.98698 * C + -37.4062
Canale	Energia	Eventi
1337	2619.18	-1
1338	2621.17	2
1339	2623.16	3
1340	2625.15	-2
1341	2627.13	0
1342	2629.12	1
1343	2631.11	1
1344	2633.09	1
1345	2635.08	1
1346	2637.07	1
1347	2639.05	1
1348	2641.04	-2
1349	2643.03	2
1350	2645.02	2
1351	2647	0
1352	2648.99	0
1353	2650.98	1
1354	2652.96	-1
1355	2654.95	0
1356	2656.94	0
1357	2658.92	4
1358	2660.91	-1
1359	2662.9	4
1360	2664.89	4
1361	2666.87	-1
1362	2668.86	3
1363	2670.85	0
1364	2672.83	3
1365	2674.82	0
1366	2676.81	4
1367	2678.79	0
1368	2680.78	1
1369	2682.77	0
1370	2684.76	-1
1371	2686.74	-1
1372	2688.73	1
1373	2690.72	2
1374	2692.7	0
1375	2694.69	1
1376	2696.68	3
1377	2698.66	2
1378	2700.65	2
1379	2702.64	2
1380	2704.62	4
1381	2706.61	2
1382	2708.6	3
1383	2710.59	2
1384	2712.57	-2
1385	2714.56	3
1386	2716.55	0
1387	2718.53	4
1388	2720.52	2
1389	2722.51	2
1390	2724.49	2
1391	2726.48	2
1392	2728.47	2
1393	2730.46	-3
1394	2732.44	2
1395	2734.43	4
1396	2736.42	1
1397	2738.4	3
1398	2740.39	0
1399	2742.38	5
1400	2744.36	0
1401	2746.35	1
1402	2748.34	0
1403	2750.33	2
1404	2752.31	2
1405	2754.3	3
1406	2756.29	2
1407	2758.27	1
1408	2760.26	0
1409	2762.25	1
1410	2764.23	3
1411	2766.22	8
1412	2768.21	2
1413	2770.2	8
1414	2772.18	-2
1415	2774.17	5
1416	2776.16	1
1417	2778.14	2
1418	2780.13	3
1419	2782.12	0
1420	2784.1	1
1421	2786.09	-4
